,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Total_Porch
2440,848,149000,120,RM,46.6,4438,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,Gable,CompShg,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,848.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,1,1,Gd,Typ,1,Gd,Attchd,RFn,420.0,TA,TA,Y,149,0,None,None,None,0,1,2008,WD ,Normal,0
2441,1461,135000,70,RL,53.0,7155,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1926,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,686.0,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,Typ,1,Gd,Detchd,Unf,225.0,TA,TA,N,0,0,None,MnPrv,None,0,7,2007,WD ,Normal,116
2442,1226,206000,120,RL,40.0,3880,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,6,1978,Gable,CompShg,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1226.0,GasA,TA,Y,SBrkr,1.0,0.0,1,0,1,1,Gd,Typ,1,TA,Attchd,Fin,484.0,TA,TA,Y,223,0,None,None,None,0,1,2010,WD ,Normal,78
2443,876,85000,20,RL,64.0,6410,Pave,None,Reg,HLS,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1959,Gable,CompShg,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Rec,876.0,GasA,TA,Y,FuseA,0.0,0.0,1,0,3,1,TA,Typ,0,None,Detchd,Unf,320.0,TA,TA,Y,0,0,None,MnPrv,None,0,3,2009,WD ,Normal,0
2444,1786,300000,20,RL,86.2,14860,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,Hip,CompShg,VinylSd,BrkFace,240.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1778.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,715.0,TA,TA,Y,182,0,None,None,None,0,6,2008,WD ,Normal,35
2445,2799,315000,60,RL,82.5,12585,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,Gable,CompShg,HdBoard,BrkFace,420.0,Gd,TA,PConc,Gd,TA,No,LwQ,GLQ,1286.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,Typ,1,TA,Attchd,Fin,704.0,TA,TA,Y,432,0,None,None,None,0,10,2006,WD ,Normal,136
2446,2411,240050,60,RL,80.0,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,6,1970,Gable,CompShg,VinylSd,BrkFace,525.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1008.0,GasA,TA,Y,SBrkr,1.0,0.0,2,1,4,1,TA,Typ,1,Po,Attchd,RFn,570.0,TA,TA,Y,0,0,None,None,None,0,6,2007,WD ,Normal,192
2447,1220,180000,120,RL,43.0,3182,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1220.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,Typ,1,Gd,Attchd,Fin,397.0,TA,TA,Y,100,0,None,None,None,0,8,2009,WD ,Normal,16
2448,1436,139000,50,RL,60.0,10836,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1922,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,892.0,GasA,Ex,Y,SBrkr,0.0,1.0,1,0,3,1,TA,Typ,1,Gd,Detchd,Unf,1488.0,Fa,TA,N,0,0,None,GdWo,None,0,6,2008,WD ,Normal,100
2449,1470,185000,60,RL,74.1,9765,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,Gable,CompShg,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,680.0,GasA,Gd,Y,SBrkr,0.0,0.0,2,1,3,1,TA,Typ,1,TA,BuiltIn,Fin,420.0,TA,TA,Y,232,0,None,None,Shed,480,4,2009,WD ,Normal,63
2450,1499,187000,60,RL,65.0,12438,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,5,1995,Gable,CompShg,VinylSd,BrkFace,68.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,781.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,Typ,1,TA,Attchd,RFn,473.0,TA,TA,Y,413,0,None,None,None,0,8,2006,WD ,Normal,91
2451,1850,326000,20,RL,98.0,16033,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,Hip,CompShg,VinylSd,BrkFace,378.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1833.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,Typ,1,Gd,Attchd,Fin,772.0,TA,TA,Y,519,0,None,None,None,0,3,2006,WD ,Normal,112
2452,1641,178000,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,Unf,728.0,GasA,Ex,Y,SBrkr,0.0,1.0,1,1,3,1,Ex,Typ,1,Gd,Detchd,Unf,546.0,Fa,TA,Y,0,0,None,None,None,0,8,2006,WD ,Normal,234
2453,1767,239000,160,RL,44.0,5306,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,Gable,CompShg,HdBoard,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,Rec,1064.0,GasA,Gd,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,Typ,1,TA,Attchd,RFn,504.0,Gd,TA,Y,441,0,None,None,None,0,6,2006,WD ,Normal,35
2454,1573,133000,50,RM,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,Gable,CompShg,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,884.0,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,3,1,Gd,Typ,0,None,Detchd,Unf,240.0,TA,TA,Y,0,0,None,None,None,0,7,2009,WD ,Normal,174
2455,1136,123000,50,RM,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1929,Gable,CompShg,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,Unf,704.0,GasA,Ex,Y,SBrkr,0.0,1.0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,336.0,TA,TA,Y,0,0,None,None,None,0,8,2008,WD ,Normal,445
2456,1652,139000,50,RM,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,Gable,CompShg,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,Unf,686.0,GasA,TA,Y,SBrkr,1.0,0.0,2,0,4,1,TA,Typ,0,None,Detchd,Unf,416.0,TA,TA,Y,0,0,None,None,Shed,1200,6,2010,WD ,Normal,196
2457,1375,140000,20,RL,75.0,11310,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,Hip,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1367.0,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,2,1,TA,Typ,1,TA,Attchd,Unf,451.0,TA,TA,Y,0,0,None,None,None,0,6,2006,WD ,Normal,30
2458,1608,137450,50,RL,51.0,6171,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,6,1925,Gable,CompShg,WdShing,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,976.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,Typ,1,Gd,Detchd,Unf,216.0,Fa,TA,Y,147,0,None,MnPrv,None,0,10,2009,WD ,Normal,16
2459,2048,170000,90,RL,82.5,12760,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1958.0,GasA,TA,Y,SBrkr,0.0,0.0,3,0,5,2,TA,Typ,0,None,2Types,Unf,776.0,TA,TA,Y,0,0,None,None,None,0,3,2010,ConLD,Normal,0
2460,1912,163000,190,RM,60.0,10800,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,1905,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,482.0,GasA,Ex,N,SBrkr,0.0,0.0,2,0,3,2,TA,Typ,1,TA,Detchd,Unf,672.0,Gd,TA,Y,0,0,None,None,None,0,4,2008,WD ,Normal,237
2461,988,105000,180,RM,21.0,1974,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1973,Gable,CompShg,CemntBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,526.0,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,2,1,TA,Typ,0,None,BuiltIn,RFn,297.0,TA,TA,Y,120,0,None,None,None,0,6,2008,WD ,Normal,101
2462,1905,320000,20,RL,84.0,11670,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,Hip,CompShg,VinylSd,Stone,302.0,Ex,TA,PConc,Ex,Gd,No,Unf,Unf,1905.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Ex,Typ,1,Gd,Attchd,Fin,788.0,TA,TA,Y,0,0,None,None,None,0,3,2007,WD ,Normal,191
2463,1935,197900,60,RL,82.5,12384,Pave,None,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,Gable,CompShg,Plywood,BrkFace,233.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,793.0,GasA,TA,Y,SBrkr,0.0,0.0,2,1,3,1,TA,Typ,1,TA,Attchd,RFn,550.0,TA,TA,Y,0,0,None,None,None,0,11,2007,WD ,Normal,365
2464,1790,180000,20,RL,95.0,14250,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,Gable,CompShg,Plywood,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,998.0,GasA,TA,Y,SBrkr,0.0,0.0,2,0,3,1,TA,Typ,2,Gd,Attchd,Fin,540.0,TA,TA,Y,0,0,None,None,Shed,1500,9,2008,WD ,Normal,40
2465,1118,171000,80,RL,76.0,9880,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1096.0,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,1,Po,Attchd,Fin,358.0,TA,TA,Y,203,576,Gd,GdPrv,None,0,7,2008,WD ,Normal,0
2466,1092,55000,190,RM,70.0,5600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,Hip,CompShg,VinylSd,None,0.0,Fa,Fa,Slab,None,None,None,None,None,0.0,GasA,Fa,N,SBrkr,0.0,0.0,2,0,3,2,Fa,Mod,0,None,None,None,0.0,None,None,N,0,0,None,None,Othr,3500,7,2010,WD ,Normal,0
2467,1713,274900,20,RL,76.0,9591,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,Hip,CompShg,VinylSd,BrkFace,262.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1713.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Ex,Typ,1,Gd,Attchd,Fin,856.0,TA,TA,Y,0,0,None,None,None,0,1,2009,WD ,Normal,196
2468,816,128500,20,RL,59.0,6490,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,Gable,CompShg,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,Unf,816.0,GasA,Ex,Y,SBrkr,0.0,1.0,1,0,2,1,TA,Typ,0,None,Attchd,Unf,264.0,TA,TA,Y,315,0,None,GdWo,None,0,4,2008,WD ,Normal,0
2469,1518,260000,30,RL,85.0,19550,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1940,Flat,Tar&Grv,PreCast,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,Unf,1580.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,2,1,Fa,Typ,2,Gd,None,None,0.0,None,None,Y,0,0,None,None,None,0,1,2008,WD ,Normal,39
2470,1851,187000,60,RL,80.0,9760,Pave,None,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,8,1964,Hip,CompShg,Wd Sdng,BrkFace,340.0,TA,TA,CBlock,TA,TA,Gd,BLQ,Rec,822.0,GasA,Gd,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,Typ,1,Fa,Attchd,RFn,440.0,TA,TA,Y,239,0,None,MnWw,None,0,7,2007,WD ,Normal,42
2471,2531,290000,60,RL,65.0,12257,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,ALQ,1318.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,Gd,Typ,1,TA,Attchd,RFn,752.0,TA,TA,Y,222,0,None,None,None,0,11,2007,WD ,Normal,98
2472,909,116000,20,RL,65.0,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1968,Gable,CompShg,Plywood,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,882.0,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,294.0,TA,TA,Y,0,0,None,MnPrv,None,0,11,2006,COD,Normal,155
2473,1795,230000,20,RL,75.0,9742,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,Hip,CompShg,VinylSd,BrkFace,281.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1777.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,534.0,TA,TA,Y,171,0,None,None,None,0,9,2008,WD ,Normal,159
2474,1432,188500,60,RL,71.0,7795,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,716.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,Typ,1,Gd,Attchd,Fin,432.0,TA,TA,Y,100,0,None,None,None,0,7,2009,WD ,Normal,51
2475,1432,188500,60,RL,71.0,7795,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,716.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,Typ,1,Gd,Attchd,Fin,432.0,TA,TA,Y,100,0,None,None,None,0,7,2009,WD ,Normal,51
2476,1629,284000,20,RL,85.0,10655,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,Gable,CompShg,VinylSd,BrkFace,296.0,Gd,TA,PConc,Gd,TA,No,GLQ,None,3206.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,880.0,TA,TA,Y,0,0,None,None,None,0,10,2009,WD ,Normal,0
2477,1148,123500,20,RL,57.0,6420,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,ALQ,980.0,GasA,Fa,Y,FuseA,0.0,1.0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,308.0,TA,TA,Y,0,0,None,None,None,0,9,2006,WD ,Normal,0
2478,2792,256000,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,Gable,CompShg,BrkFace,None,0.0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,Unf,1510.0,GasW,Ex,Y,SBrkr,0.0,0.0,2,0,5,1,TA,Mod,2,TA,Detchd,Unf,520.0,Fa,TA,Y,0,0,None,MnPrv,Shed,1150,6,2008,WD ,Normal,1027
2479,1167,173000,20,RL,68.7,9248,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,Gable,CompShg,HdBoard,BrkFace,106.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1158.0,GasA,Gd,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,Typ,0,None,Attchd,RFn,400.0,TA,TA,Y,120,0,None,None,None,0,7,2009,WD ,Normal,26
2480,1387,93000,190,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,811.0,GasA,TA,Y,FuseA,0.0,0.0,2,0,3,2,Gd,Typ,0,None,BuiltIn,Unf,256.0,TA,TA,Y,0,0,None,None,None,0,11,2009,WD ,Normal,0
2481,1604,195500,60,RL,78.0,9978,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1998,Gable,CompShg,VinylSd,BrkFace,20.0,TA,TA,PConc,TA,TA,No,GLQ,Unf,926.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,Typ,1,Gd,Attchd,Fin,470.0,TA,TA,Y,360,0,None,None,None,0,6,2010,WD ,Normal,36
2482,1176,136500,20,RL,74.0,8856,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1957,Gable,CompShg,Wd Sdng,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,1176.0,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,2,Gd,Attchd,RFn,292.0,TA,TA,Y,0,0,None,None,None,0,5,2008,WD ,Normal,183
2483,1484,213000,20,RL,70.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1473.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,Typ,0,None,Attchd,RFn,606.0,TA,TA,Y,0,0,None,None,None,0,5,2010,WD ,Normal,179
2484,1394,167500,80,RL,73.0,9735,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,5,5,2006,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,384.0,GasA,Gd,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,Typ,0,None,BuiltIn,Fin,400.0,TA,TA,Y,100,0,None,None,None,0,5,2008,WD ,Normal,0
2485,1728,137000,60,RL,79.0,9462,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6,1949,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,704.0,GasA,Gd,Y,FuseA,0.0,0.0,1,1,3,1,TA,Min1,1,Gd,Attchd,Unf,234.0,TA,TA,Y,245,0,None,MnPrv,None,0,7,2006,WD ,Normal,60
2486,1442,172500,80,RL,73.0,9802,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,5,5,2006,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,352.0,GasA,Gd,Y,SBrkr,0.0,0.0,2,1,3,1,TA,Typ,0,None,BuiltIn,Fin,400.0,TA,TA,Y,100,0,None,None,None,0,4,2008,WD ,Normal,0
2487,1382,177500,80,RL,57.0,8923,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1998,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,384.0,GasA,Gd,Y,SBrkr,0.0,0.0,2,1,3,1,TA,Typ,1,TA,BuiltIn,Fin,396.0,TA,TA,Y,256,0,None,None,None,0,2,2009,WD ,Normal,0
2488,1653,209000,60,FV,65.0,8127,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,812.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,Typ,0,None,Attchd,RFn,628.0,TA,TA,Y,0,0,None,None,None,0,3,2009,WD ,Normal,45
2489,2192,179500,75,RL,60.0,8400,Pave,None,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,Unf,720.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,Gd,Typ,1,Gd,Detchd,Unf,240.0,TA,TA,Y,262,0,None,None,None,0,7,2008,WD ,Normal,24
2490,1678,119900,90,RL,65.0,10926,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1959,Hip,CompShg,VinylSd,BrkFace,74.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1678.0,GasA,TA,Y,SBrkr,0.0,0.0,2,0,6,2,TA,Typ,0,None,None,None,0.0,None,None,Y,0,0,None,None,None,0,8,2009,WD ,Normal,0
2491,1929,226000,60,FV,59.6,7050,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1057.0,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,Typ,1,TA,Attchd,Fin,650.0,TA,TA,Y,0,0,None,None,None,0,5,2007,WD ,Normal,235
2492,1456,184000,60,RL,63.0,10928,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,728.0,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,Typ,1,Gd,Attchd,Fin,390.0,TA,TA,Y,100,0,None,None,None,0,6,2009,WD ,Normal,0
2493,1040,127000,20,RL,59.6,6897,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,Gable,CompShg,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,1040.0,GasA,Ex,Y,SBrkr,1.0,0.0,1,1,3,1,TA,Typ,0,None,Detchd,Unf,260.0,TA,TA,Y,0,0,None,None,None,0,4,2010,WD ,Normal,104
2494,1686,207500,20,RL,79.0,10240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,Gable,CompShg,Plywood,BrkFace,157.0,TA,Gd,CBlock,Gd,TA,No,BLQ,LwQ,1686.0,GasA,TA,Y,SBrkr,1.0,0.0,2,0,3,1,TA,Typ,1,TA,Attchd,Unf,612.0,TA,TA,Y,384,0,None,None,None,0,5,2006,WD ,Normal,131
2495,1144,150000,20,RL,73.0,8760,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,Gable,CompShg,Wd Sdng,BrkFace,164.0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,1169.0,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,RFn,286.0,TA,TA,Y,257,0,None,None,None,0,6,2009,WD ,Normal,0
2496,1144,150000,20,RL,73.0,8760,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,Gable,CompShg,Wd Sdng,BrkFace,164.0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,1169.0,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,Typ,0,None,Attchd,RFn,286.0,TA,TA,Y,257,0,None,None,None,0,6,2009,WD ,Normal,0
2497,1200,119000,50,RM,58.0,8155,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,1930,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,780.0,GasA,Gd,Y,FuseA,0.0,0.0,1,0,4,1,TA,Typ,0,None,None,None,0.0,None,None,Y,0,0,None,None,None,0,7,2008,WD ,Normal,96
