GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,MoSold,YrSold,lat,long,TotalPorchSF
1652,325000,20,RL,108.0,13173,IR1,NridgHt,1Fam,1Story,9,5,2006,2007,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1572.0,0.0,80.0,1652.0,Ex,Y,SBrkr,1652,0,0,1.0,0.0,2,0,2,Ex,6,2,Ex,Attchd,Fin,2.0,840.0,TA,TA,Y,404,11,2009,42.0615828,-93.6562442,102
1571,178000,60,RL,59.0,7837,IR1,Gilbert,1Fam,2Story,6,7,1993,1994,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,799.0,799.0,Gd,Y,SBrkr,799,772,0,0.0,0.0,2,1,3,TA,7,1,TA,Attchd,RFn,2.0,380.0,TA,TA,Y,0,5,2009,42.0587702,-93.6371782,40
1082,162500,85,RL,68.7,8723,IR1,NWAmes,1Fam,SFoyer,6,6,1969,1969,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,BLQ,973.0,0.0,0.0,973.0,Ex,Y,SBrkr,1082,0,0,1.0,0.0,1,0,3,TA,6,0,None,Attchd,Unf,2.0,480.0,TA,TA,Y,160,1,2007,42.0485339,-93.633456,0
882,103200,45,RL,55.0,5500,Reg,OldTown,1Fam,1.5Unf,4,6,1956,1956,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,0.0,882.0,882.0,Ex,Y,SBrkr,882,0,0,0.0,0.0,1,0,1,TA,4,0,None,None,None,0.0,0.0,None,None,Y,0,4,2007,42.0381084,-93.6132916,0
1964,205000,60,RL,80.0,10480,Reg,NWAmes,1Fam,2Story,7,6,1976,1976,Plywood,BrkFace,660.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,0.0,400.0,803.0,TA,Y,SBrkr,1098,866,0,0.0,0.0,2,1,4,TA,8,1,Gd,Attchd,RFn,2.0,483.0,TA,TA,Y,0,9,2008,42.0498649,-93.634181,69
1376,96900,70,RM,42.0,7614,Reg,OldTown,1Fam,2Story,3,5,1905,1950,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,0.0,738.0,738.0,Gd,Y,FuseA,714,662,0,0.0,0.0,1,0,2,TA,7,0,None,Detchd,Unf,1.0,216.0,TA,TA,N,0,3,2006,42.0306255,-93.6141622,329
858,110000,20,RL,64.9,7340,IR1,NAmes,1Fam,1Story,4,6,1971,1971,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,322.0,0.0,536.0,858.0,TA,Y,SBrkr,858,0,0,0.0,0.0,1,0,2,TA,4,0,None,Detchd,Unf,1.0,684.0,TA,TA,Y,0,6,2007,42.0539096,-93.6278558,0
1063,128000,20,RL,80.0,9920,Reg,NAmes,1Fam,1Story,5,5,1954,1954,HdBoard,Stone,110.0,TA,TA,CBlock,TA,TA,No,Rec,354.0,290.0,412.0,1056.0,TA,Y,SBrkr,1063,0,0,1.0,0.0,1,0,3,TA,6,0,None,Attchd,RFn,1.0,280.0,TA,TA,Y,0,2,2010,42.0360602,-93.6249861,164
2113,350000,20,RL,91.0,10437,IR1,NoRidge,1Fam,1Story,8,6,1995,1995,MetalSd,BrkFace,660.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,1696.0,0.0,413.0,2109.0,Ex,Y,SBrkr,2113,0,0,1.0,0.0,2,1,2,Gd,7,1,TA,Attchd,Fin,3.0,839.0,TA,TA,Y,236,8,2008,42.0513298,-93.6544621,46
1491,178000,20,RL,64.9,7777,IR1,Timber,1Fam,1Story,6,5,1996,1996,VinylSd,BrkFace,203.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,0.0,1491.0,1491.0,Ex,Y,SBrkr,1491,0,0,0.0,0.0,2,0,3,TA,7,1,TA,Attchd,Fin,2.0,571.0,TA,TA,Y,0,11,2007,41.9969919,-93.6464233,35
2332,316000,60,RL,85.0,10574,IR1,NridgHt,1Fam,2Story,8,5,2004,2004,VinylSd,Stone,126.0,Gd,TA,PConc,Ex,TA,No,GLQ,856.0,0.0,292.0,1148.0,Ex,Y,SBrkr,1170,1162,0,1.0,0.0,2,1,4,Ex,9,1,Gd,BuiltIn,Fin,3.0,756.0,TA,TA,Y,224,7,2008,42.059902,-93.6544621,142
1232,194500,20,RL,64.0,7314,Reg,CollgCr,1Fam,1Story,7,5,2007,2007,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724.0,0.0,508.0,1232.0,Ex,Y,SBrkr,1232,0,0,1.0,0.0,2,0,2,Gd,6,0,None,Attchd,RFn,2.0,632.0,TA,TA,Y,132,2,2009,42.0243324,-93.6900977,0
1675,173000,20,RL,100.0,15263,IR1,ClearCr,1Fam,1Story,5,5,1959,1959,HdBoard,BrkFace,90.0,TA,TA,CBlock,Gd,TA,No,Rec,766.0,0.0,656.0,1422.0,Gd,Y,SBrkr,1675,0,0,0.0,0.0,2,0,3,TA,8,2,Gd,Attchd,Unf,1.0,365.0,TA,TA,Y,0,5,2010,42.0324513,-93.6560231,132
1436,210000,20,RL,65.0,8450,Reg,CollgCr,1Fam,1Story,7,5,2004,2004,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,946.0,0.0,490.0,1436.0,Ex,Y,SBrkr,1436,0,0,1.0,0.0,2,0,3,Gd,8,0,None,Attchd,Unf,2.0,484.0,TA,TA,Y,139,4,2008,42.0139304,-93.6849261,98
1548,205000,50,RL,55.0,7264,Reg,BrkSide,1Fam,1.5Fin,7,7,1925,2007,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,0.0,952.0,952.0,Gd,N,SBrkr,952,596,0,0.0,0.0,2,1,3,Ex,5,0,None,Detchd,Unf,2.0,672.0,TA,TA,Y,74,10,2009,42.0333972,-93.6279745,144
1200,163500,20,RL,80.0,8800,Reg,NAmes,1Fam,1Story,7,6,1966,1966,HdBoard,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,BLQ,654.0,0.0,520.0,1174.0,Ex,Y,SBrkr,1200,0,0,0.0,1.0,2,0,3,TA,6,1,TA,Attchd,RFn,2.0,440.0,TA,TA,Y,0,10,2007,42.03924629999999,-93.6274599,0
720,105900,30,RM,60.0,8520,Reg,OldTown,1Fam,1Story,6,8,1928,2003,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,0.0,624.0,624.0,Gd,Y,SBrkr,720,0,0,0.0,0.0,1,0,2,TA,5,0,None,Detchd,Unf,2.0,484.0,TA,TA,Y,106,5,2010,42.03111570000001,-93.6071585,0
960,94750,20,RL,73.0,10921,Reg,Edwards,1Fam,1Story,4,5,1965,1965,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520.0,0.0,440.0,960.0,TA,Y,FuseF,960,0,0,1.0,0.0,1,0,3,TA,6,0,None,Attchd,Fin,1.0,432.0,TA,TA,P,120,5,2007,42.0208251,-93.6717122,0
960,94750,20,RL,73.0,10921,Reg,Edwards,1Fam,1Story,4,5,1965,1965,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520.0,0.0,440.0,960.0,TA,Y,FuseF,960,0,0,1.0,0.0,1,0,3,TA,6,0,None,Attchd,Fin,1.0,432.0,TA,TA,P,120,5,2007,42.0208251,-93.6717122,0
1162,170000,20,RL,81.0,9260,Reg,SawyerW,1Fam,1Story,7,5,2007,2007,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,0.0,1162.0,1162.0,Ex,Y,SBrkr,1162,0,0,0.0,0.0,2,0,3,Gd,6,0,None,Attchd,Fin,2.0,483.0,TA,TA,Y,0,3,2008,42.0374973,-93.6909498,32
754,84500,190,RM,60.0,6780,Reg,IDOTRR,2fmCon,1.5Fin,6,8,1935,1982,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,490.0,0.0,30.0,520.0,Gd,N,SBrkr,520,0,234,1.0,0.0,1,0,2,TA,5,0,None,None,None,0.0,0.0,None,None,N,53,6,2006,42.0229921,-93.6295974,0
754,84500,190,RM,60.0,6780,Reg,IDOTRR,2fmCon,1.5Fin,6,8,1935,1982,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,490.0,0.0,30.0,520.0,Gd,N,SBrkr,520,0,234,1.0,0.0,1,0,2,TA,5,0,None,None,None,0.0,0.0,None,None,N,53,6,2006,42.0229921,-93.6295974,0
2093,215000,60,RL,46.0,20544,IR1,NWAmes,1Fam,2Story,7,6,1986,1991,Plywood,BrkFace,123.0,TA,Gd,CBlock,Gd,TA,No,Unf,0.0,0.0,791.0,791.0,Gd,Y,SBrkr,1236,857,0,0.0,0.0,2,1,3,TA,7,1,TA,Attchd,Fin,2.0,542.0,TA,TA,Y,364,11,2008,42.0560047,-93.6391578,63
1733,185088,60,RL,63.0,8577,IR1,Gilbert,1Fam,2Story,7,5,2004,2004,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,847.0,847.0,Ex,Y,SBrkr,847,886,0,0.0,0.0,2,1,3,Gd,7,1,Gd,BuiltIn,Fin,2.0,433.0,TA,TA,Y,144,4,2010,42.0610784,-93.6423252,48
2256,236000,60,RL,68.7,8795,IR1,Gilbert,1Fam,2Story,7,5,2000,2000,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300.0,0.0,652.0,952.0,Ex,Y,SBrkr,980,1276,0,0.0,0.0,2,1,4,Gd,8,1,TA,BuiltIn,Fin,2.0,554.0,TA,TA,Y,224,4,2009,42.0588913,-93.6425033,54
1282,108500,190,RL,59.0,4484,IR1,SWISU,2fmCon,1.5Fin,5,6,1942,1979,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,485.0,0.0,187.0,672.0,TA,N,SBrkr,778,504,0,1.0,0.0,1,0,2,TA,4,0,None,Detchd,Unf,1.0,240.0,TA,TA,Y,0,7,2007,42.0278676,-93.6568185,88
1540,129400,70,RM,60.0,6000,Reg,OldTown,1Fam,2Story,5,9,1905,2005,MetalSd,None,0.0,Gd,TA,BrkTil,Fa,TA,No,Unf,0.0,0.0,572.0,572.0,Ex,Y,SBrkr,884,656,0,0.0,0.0,1,1,3,Gd,7,0,None,None,None,0.0,0.0,None,None,N,240,2,2008,42.0277082,-93.6172488,77
1320,172500,85,RL,91.5,16500,Reg,NWAmes,1Fam,SFoyer,6,5,1971,1971,HdBoard,BrkFace,509.0,TA,TA,CBlock,Gd,TA,Av,GLQ,962.0,0.0,270.0,1232.0,Fa,Y,SBrkr,1320,0,0,0.0,1.0,2,0,3,TA,5,1,Gd,Attchd,RFn,2.0,495.0,TA,TA,Y,0,5,2009,42.0438487,-93.6284891,20
984,110000,20,RM,65.0,9750,Reg,OldTown,1Fam,1Story,5,6,1959,1959,MetalSd,BrkFace,164.0,TA,TA,CBlock,TA,TA,No,Rec,200.0,0.0,784.0,984.0,Gd,Y,SBrkr,984,0,0,1.0,0.0,1,0,2,Fa,5,0,None,Detchd,Unf,1.0,308.0,TA,TA,N,0,6,2008,42.0272509,-93.6059715,0
1270,175900,20,RL,64.0,7242,Reg,CollgCr,1Fam,1Story,7,5,2005,2006,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1270.0,1270.0,Ex,Y,SBrkr,1270,0,0,0.0,0.0,2,0,2,Gd,6,0,None,Attchd,RFn,2.0,524.0,TA,TA,Y,0,7,2007,42.02435750000001,-93.6899194,96
1680,213250,20,RL,78.0,10140,Reg,NWAmes,1Fam,1Story,7,5,1998,1999,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,LwQ,144.0,1127.0,379.0,1650.0,Ex,Y,SBrkr,1680,0,0,1.0,0.0,2,0,3,Gd,7,1,TA,Attchd,Fin,2.0,583.0,TA,TA,Y,78,6,2009,42.044085,-93.6332392,73
1358,204000,20,FV,73.0,7321,IR1,Somerst,1Fam,1Story,7,5,1999,2000,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1339.0,1339.0,Ex,Y,SBrkr,1358,0,0,0.0,0.0,2,0,3,Gd,5,0,None,Detchd,Unf,2.0,625.0,TA,TA,Y,176,12,2007,42.0462854,-93.6406029,174
1491,209000,20,RL,70.0,9116,Reg,Mitchel,1Fam,1Story,8,5,2001,2001,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,0.0,1491.0,1491.0,Ex,Y,SBrkr,1491,0,0,0.0,0.0,2,0,3,Gd,7,0,None,Attchd,RFn,2.0,490.0,TA,TA,Y,120,5,2006,41.99575979999999,-93.603934,100
1829,218500,20,RL,74.6,10456,IR1,NWAmes,1Fam,1Story,6,6,1967,1967,HdBoard,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,GLQ,506.0,0.0,1323.0,1829.0,Gd,Y,SBrkr,1829,0,0,1.0,0.0,2,0,4,TA,8,0,None,Attchd,RFn,2.0,535.0,TA,TA,Y,0,5,2010,42.0462716,-93.6324871,76
1040,163000,20,RL,77.0,11500,IR1,NAmes,1Fam,1Story,6,4,1967,1967,HdBoard,None,0.0,Fa,TA,CBlock,TA,Fa,No,BLQ,872.0,60.0,108.0,1040.0,Gd,Y,SBrkr,1040,0,0,1.0,0.0,1,0,3,TA,6,1,Po,Attchd,RFn,2.0,480.0,TA,TA,Y,0,5,2009,42.0404107,-93.6100865,156
1210,102900,20,RL,75.0,9533,Reg,NAmes,1Fam,1Story,5,5,1953,1953,Wd Sdng,BrkFace,140.0,TA,TA,Slab,None,None,None,None,0.0,0.0,0.0,0.0,TA,Y,FuseA,1210,0,0,0.0,0.0,1,1,2,TA,7,0,None,Attchd,Fin,1.0,616.0,TA,TA,Y,208,8,2009,42.0352502,-93.618812,100
1691,175000,20,RL,90.0,9900,Reg,NAmes,1Fam,1Story,6,5,1967,1967,BrkComm,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,1173.0,0.0,507.0,1680.0,TA,Y,SBrkr,1691,0,0,1.0,0.0,1,0,2,TA,5,0,None,Attchd,Unf,2.0,550.0,Gd,TA,Y,0,4,2009,42.0368951,-93.6254611,327
914,128000,20,RL,91.5,17199,Reg,NAmes,1Fam,1Story,4,7,1961,1961,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,314.0,0.0,600.0,914.0,Ex,Y,SBrkr,914,0,0,0.0,0.0,1,0,2,TA,4,0,None,Basment,Unf,1.0,270.0,Fa,TA,Y,140,7,2007,42.0563238,-93.6247684,0
901,107900,20,RM,50.0,6000,Reg,OldTown,1Fam,1Story,4,7,1954,2000,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,0.0,901.0,901.0,Ex,Y,SBrkr,901,0,0,0.0,0.0,1,0,2,TA,4,0,None,Detchd,Unf,1.0,281.0,Fa,TA,Y,0,8,2008,42.0330324,-93.6076333,0
1533,280000,20,RL,62.0,70761,IR1,ClearCr,1Fam,1Story,7,5,1975,1975,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655.0,0.0,878.0,1533.0,TA,Y,SBrkr,1533,0,0,1.0,0.0,2,0,2,Gd,5,2,TA,Attchd,Unf,2.0,576.0,TA,TA,Y,200,12,2006,42.026138,-93.6843911,54
2555,191000,70,RL,79.0,11526,IR1,Crawfor,1Fam,2.5Fin,6,7,1922,1994,MetalSd,None,0.0,TA,TA,BrkTil,Ex,TA,No,Unf,0.0,0.0,588.0,588.0,Fa,Y,SBrkr,1423,748,384,0.0,0.0,2,0,3,TA,11,1,Gd,Detchd,Fin,2.0,672.0,TA,TA,Y,431,9,2008,42.0173709,-93.6466806,0
1056,139400,20,RL,80.0,9250,Reg,NAmes,1Fam,1Story,5,7,1954,2005,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,480.0,468.0,108.0,1056.0,TA,Y,SBrkr,1056,0,0,0.0,1.0,1,0,3,TA,6,0,None,Attchd,Unf,1.0,260.0,TA,TA,Y,390,7,2007,42.0423226,-93.6168531,0
1422,155000,20,RL,63.0,9457,Reg,NAmes,1Fam,1Story,5,6,1970,1990,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,566.0,0.0,359.0,925.0,TA,Y,SBrkr,1422,0,0,1.0,0.0,1,0,3,TA,7,0,None,Detchd,Unf,2.0,576.0,TA,TA,Y,252,9,2007,42.0535196,-93.6298151,0
1553,178750,60,RL,63.0,7875,Reg,Gilbert,1Fam,2Story,7,5,1996,1996,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,Rec,414.0,0.0,277.0,691.0,Gd,Y,SBrkr,691,862,0,0.0,0.0,2,1,3,Gd,6,0,None,Attchd,Fin,2.0,420.0,TA,TA,Y,0,8,2007,42.0587538,-93.6383066,44
1524,260000,40,RL,86.5,23595,Reg,ClearCr,1Fam,1Story,7,6,1979,1979,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258.0,0.0,74.0,1332.0,TA,Y,SBrkr,1332,192,0,2.0,0.0,0,1,0,Gd,4,1,TA,Attchd,Fin,2.0,586.0,TA,TA,Y,268,4,2010,42.0267585,-93.6698106,0
1226,170000,120,RL,40.0,3876,IR1,Greens,Twnhs,1Story,8,5,1978,1978,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,652.0,526.0,48.0,1226.0,TA,Y,SBrkr,1226,0,0,1.0,0.0,1,0,1,Gd,4,1,TA,Attchd,Fin,2.0,484.0,TA,TA,Y,133,7,2006,42.0434918,-93.6487205,60
990,126000,20,RL,65.0,8775,Reg,CollgCr,1Fam,1Story,5,5,1994,1994,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,495.0,0.0,495.0,990.0,Gd,Y,SBrkr,990,0,0,0.0,0.0,1,0,3,TA,5,0,None,Attchd,Unf,1.0,299.0,TA,TA,Y,0,4,2007,42.0214429,-93.6928521,64
2180,161000,50,RM,60.0,10320,Reg,IDOTRR,1Fam,1.5Fin,6,5,1915,1950,MetalSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,375.0,0.0,763.0,1138.0,Gd,Y,SBrkr,1138,1042,0,0.0,0.0,1,1,3,TA,7,1,Gd,Detchd,Unf,2.0,720.0,TA,TA,N,0,5,2007,42.0238323,-93.6274599,170
1440,79000,50,RM,63.0,5000,Reg,OldTown,1Fam,1.5Fin,5,4,1900,1950,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,540.0,540.0,Gd,N,FuseA,889,551,0,0.0,0.0,1,0,3,TA,6,0,None,Attchd,Unf,1.0,352.0,Fa,TA,Y,0,4,2006,42.029975,-93.615191,77
1509,183200,60,RL,64.9,7861,IR1,Gilbert,1Fam,2Story,6,5,2002,2003,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,457.0,0.0,326.0,783.0,Ex,Y,SBrkr,807,702,0,1.0,0.0,2,1,3,Gd,7,1,Gd,Attchd,Fin,2.0,393.0,TA,TA,Y,100,6,2006,42.0606064,-93.64287,75
1958,250000,60,FV,85.0,10625,Reg,Somerst,1Fam,2Story,7,5,2005,2005,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1026.0,1026.0,Ex,Y,SBrkr,1026,932,0,0.0,0.0,2,1,3,Gd,9,1,Gd,Attchd,Fin,3.0,936.0,TA,TA,Y,154,7,2008,42.0523771,-93.6409196,210
1456,176000,60,RL,51.0,8029,IR1,Gilbert,1Fam,2Story,6,5,2005,2005,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,0.0,728.0,728.0,Ex,Y,SBrkr,728,728,0,0.0,0.0,2,1,3,Gd,8,0,None,Attchd,Fin,2.0,400.0,TA,TA,Y,100,7,2008,42.0609627,-93.6417115,24
2690,370000,60,RL,112.0,16451,IR1,NridgHt,1Fam,2Story,8,5,2003,2003,VinylSd,BrkFace,221.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,0.0,1765.0,1765.0,Ex,Y,SBrkr,1804,886,0,0.0,0.0,2,1,4,Gd,9,1,Gd,BuiltIn,Fin,3.0,795.0,TA,TA,Y,268,7,2008,42.0584344,-93.6556898,58
845,134500,20,RL,60.0,6600,Reg,Mitchel,1Fam,1Story,5,6,1982,2005,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,638.0,0.0,207.0,845.0,Gd,Y,SBrkr,845,0,0,0.0,0.0,1,0,3,Gd,6,0,None,Attchd,Unf,1.0,264.0,TA,TA,Y,0,7,2008,41.9869631,-93.6041322,0
1362,128000,70,RM,60.0,6155,IR1,BrkSide,1Fam,2Story,6,8,1920,1999,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,Mn,Unf,0.0,0.0,611.0,611.0,Ex,Y,SBrkr,751,611,0,0.0,0.0,2,0,3,TA,6,0,None,Detchd,Fin,2.0,502.0,TA,Fa,Y,0,6,2008,42.0310707,-93.6245705,84
1178,135000,20,RL,74.6,11000,IR2,Mitchel,1Fam,1Story,5,6,1976,2003,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,LwQ,1090.0,0.0,0.0,1090.0,TA,Y,SBrkr,1178,0,0,1.0,0.0,1,1,3,TA,6,0,None,Attchd,Unf,2.0,502.0,TA,TA,Y,0,6,2007,41.9897478,-93.6051802,132
1432,245000,20,RL,76.0,9139,IR1,Somerst,1Fam,1Story,8,5,2006,2006,VinylSd,Stone,206.0,Gd,TA,PConc,Ex,TA,Av,GLQ,379.0,0.0,1043.0,1422.0,Ex,Y,SBrkr,1432,0,0,0.0,0.0,2,0,3,Gd,7,1,Gd,Attchd,Fin,2.0,492.0,TA,TA,Y,297,9,2009,42.053347,-93.643216,50
848,131500,120,RM,36.0,4435,Reg,CollgCr,TwnhsE,1Story,6,5,2003,2003,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659.0,0.0,189.0,848.0,Ex,Y,SBrkr,848,0,0,1.0,0.0,1,0,1,Gd,3,0,None,Attchd,Fin,2.0,420.0,TA,TA,Y,140,11,2007,42.016426,-93.681633,0
1392,110000,20,RL,120.0,13560,Reg,NAmes,1Fam,1Story,6,3,1968,1968,Wd Sdng,BrkFace,216.0,TA,TA,CBlock,Fa,Fa,No,Unf,0.0,0.0,1392.0,1392.0,Gd,Y,SBrkr,1392,0,0,1.0,0.0,1,0,2,TA,5,2,TA,Attchd,RFn,2.0,576.0,TA,TA,Y,0,7,2009,42.0459891,-93.6144787,240
1540,115000,50,RL,55.0,7150,Reg,NAmes,1Fam,1.5Fin,4,4,1955,1955,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,150.0,0.0,1040.0,1190.0,Gd,Y,SBrkr,1040,500,0,1.0,0.0,1,0,4,Fa,7,0,None,Detchd,Unf,1.0,352.0,TA,TA,Y,0,8,2007,42.0385034,-93.6130146,0
2320,169000,60,RL,86.2,14762,IR2,Gilbert,1Fam,2Story,5,6,1948,1950,Plywood,None,0.0,TA,TA,Slab,None,None,None,None,0.0,0.0,0.0,0.0,Gd,Y,SBrkr,1547,720,53,0.0,0.0,2,0,2,TA,7,1,TA,Attchd,Unf,2.0,672.0,TA,TA,P,120,5,2006,42.0593843,-93.6219979,144
1312,127000,50,RL,50.0,7500,Reg,NAmes,1Fam,1.5Fin,6,6,1947,1950,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,0.0,784.0,784.0,Ex,Y,FuseA,900,412,0,0.0,0.0,1,1,3,TA,6,0,None,Detchd,Unf,2.0,649.0,TA,TA,Y,0,10,2006,42.03500469999999,-93.6174071,28
864,58500,30,RL,45.0,8212,Reg,Edwards,1Fam,1Story,3,3,1914,1950,Stucco,None,0.0,TA,Fa,BrkTil,TA,Fa,No,Rec,203.0,0.0,661.0,864.0,TA,N,FuseF,864,0,0,1.0,0.0,1,0,2,TA,5,0,None,Detchd,Unf,1.0,200.0,TA,Fa,Y,0,6,2010,42.02191120000001,-93.6576304,96
756,85000,30,RL,94.0,9259,Reg,Sawyer,1Fam,1Story,4,4,1927,1950,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,0.0,660.0,660.0,TA,N,SBrkr,756,0,0,0.0,0.0,1,0,2,TA,4,0,None,Detchd,Unf,2.0,440.0,TA,TA,N,80,6,2010,42.03421300000001,-93.6637895,0
1224,165000,120,RM,46.6,4500,Reg,Mitchel,TwnhsE,1Story,6,5,1999,1999,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,883.0,0.0,341.0,1224.0,Ex,Y,SBrkr,1224,0,0,1.0,0.0,2,0,2,TA,5,0,None,Attchd,Fin,2.0,402.0,TA,TA,Y,0,6,2009,41.9915205,-93.6078311,304
1294,106250,190,RL,60.0,10800,Reg,OldTown,2fmCon,2Story,4,7,1900,2000,MetalSd,None,0.0,TA,TA,BrkTil,None,None,None,None,0.0,0.0,0.0,0.0,TA,N,FuseA,694,600,0,0.0,0.0,2,0,3,TA,7,0,None,None,None,0.0,0.0,None,None,N,220,8,2008,42.0352097,-93.6119939,324
1686,184000,60,RL,65.0,7800,Reg,SawyerW,1Fam,2Story,7,5,2005,2005,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,891.0,891.0,Ex,Y,SBrkr,891,795,0,0.0,0.0,2,1,3,Gd,8,0,None,Attchd,Fin,2.0,462.0,TA,TA,Y,144,4,2006,42.0368182,-93.6910489,101
1251,119000,45,RM,50.0,6900,Reg,OldTown,1Fam,1.5Fin,6,7,1938,2000,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,0.0,827.0,827.0,Gd,Y,SBrkr,827,424,0,0.0,0.0,1,0,3,Fa,6,0,None,Detchd,Unf,1.0,240.0,Fa,TA,N,0,1,2010,42.0303221,-93.6090577,0
2014,275000,20,RL,84.5,15676,IR1,Veenker,1Fam,1Story,8,8,1980,1980,VinylSd,BrkFace,115.0,Gd,Gd,CBlock,Gd,Gd,Gd,ALQ,1733.0,92.0,189.0,2014.0,Gd,Y,SBrkr,2014,0,0,1.0,0.0,2,0,2,Gd,6,2,Gd,Attchd,RFn,3.0,864.0,TA,TA,Y,462,4,2009,42.0373036,-93.6595315,255
988,128500,20,RL,74.1,9945,IR1,Sawyer,1Fam,1Story,5,5,1961,1961,Wd Sdng,BrkFace,57.0,TA,TA,CBlock,TA,TA,No,Rec,827.0,0.0,161.0,988.0,TA,Y,SBrkr,988,0,0,1.0,0.0,1,0,3,TA,5,0,None,Detchd,Unf,2.0,572.0,TA,TA,Y,0,10,2007,42.0349142,-93.6732969,0
